
'OWNER'||','||'TRIGGER_NAME'||','||'TABLE_OWNER'||','||'TABLE_NAME'||','||'TRI
OWNER,TRIGGER_NAME,TABLE_OWNER,TABLE_NAME,TRIGGER_TYPE,TRIGGERING_EVENT,STATUS
LANTIRN,EDW_EXPORT_4LAN_TRG,LANTIRN,LSD_DDR_DETAIL,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
LANTIRN,LSD_DDR_DETAIL_TRG,LANTIRN,LSD_DDR_DETAIL,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
LANTIRN,LSD_DDR_DETAIL_TRG_PRE073007,LANTIRN,LSD_DDR_DETAIL,BEFORE EACH ROW,INSERT OR UPDATE,DISABLED
LANTIRN,LSD_DDR_HIST_TRG,LANTIRN,LSD_DDR_HIST,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
LANTIRN,LSD_DEPOT_EVENT_TRG,LANTIRN,LSD_DEPOT_EVENT,BEFORE EACH ROW,INSERT,ENABLED
LANTIRN,LSD_EVENT_TRG,LANTIRN,LSD_EVENT,BEFORE EACH ROW,INSERT,ENABLED
LANTIRN,LSD_EVENT_DETAIL_TRG,LANTIRN,LSD_EVENT_DETAIL,BEFORE EACH ROW,INSERT OR UPDATE,ENABLED
LANTIRN,LSD_INV_TRG,LANTIRN,LSD_INV,BEFORE EACH ROW,INSERT,ENABLED
LANTIRN,LSD_INV_DETAIL_TRG,LANTIRN,LSD_INV_DETAIL,BEFORE EACH ROW,INSERT,ENABLED
LANTIRN,LSD_INV_OFFICIAL_TRG,LANTIRN,LSD_INV_OFFICIAL,BEFORE EACH ROW,INSERT,ENABLED
LANTIRN,LSD_LRUCONFIG_TRG,LANTIRN,LSD_LRUCONFIG,BEFORE EACH ROW,INSERT,ENABLED
LANTIRN,LSD_METERS_TRG,LANTIRN,LSD_METERS,BEFORE EACH ROW,INSERT,ENABLED
LANTIRN,LSD_METERS_DETAIL_TRG,LANTIRN,LSD_METERS_DETAIL,BEFORE EACH ROW,INSERT OR UPDATE,ENABLED
LANTIRN,TRG_METERS_DETAIL,LANTIRN,LSD_METERS_DETAIL,BEFORE EACH ROW,INSERT,ENABLED
LANTIRN,LSD_PARTS_TRG,LANTIRN,LSD_PARTS,BEFORE EACH ROW,INSERT,ENABLED
LANTIRN,LSD_PARTS_DETAIL_TRG,LANTIRN,LSD_PARTS_DETAIL,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
LANTIRN,LSD_WCE_TRG,LANTIRN,LSD_WCE,BEFORE EACH ROW,INSERT,ENABLED
LANTIRN,LSD_WCE_DETAIL_TRG,LANTIRN,LSD_WCE_DETAIL,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
LANTIRN,LSD_WCE_HIST_TRG,LANTIRN,LSD_WCE_HIST,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
LANTIRN,METERS_TRG,LANTIRN,METERS,BEFORE EACH ROW,INSERT,ENABLED
LANTIRN,QUICK_DDR_TRG,LANTIRN,QUICK_DDR,BEFORE EACH ROW,INSERT,ENABLED
LANTIRN,QUICK_EVENT_TRG,LANTIRN,QUICK_EVENT,BEFORE EACH ROW,INSERT,ENABLED
LANTIRN,QUICK_PARTS_TRG,LANTIRN,QUICK_PARTS,BEFORE EACH ROW,INSERT,ENABLED
LANTIRN,QUICK_WCE_TRG,LANTIRN,QUICK_WCE,BEFORE EACH ROW,INSERT,ENABLED
LANTIRN,TRANSFER_LOG_TRG,LANTIRN,TRANSFER_LOG,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,ASBUILT184_RPT_TRG,RAMPODV3,ASBUILT184_RPT,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,ASBUILT_184_TRG,RAMPODV3,ASBUILT_184,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,ASBUILT_SOURCE_TRG,RAMPODV3,ASBUILT_SOURCE,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,ASBUILT_SRU_184_TRG,RAMPODV3,ASBUILT_SRU_184,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,ASCONFIG131_RPT_TRG,RAMPODV3,ASCONFIG131_RPT,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,ASCONFIG184_RPT_TRG,RAMPODV3,ASCONFIG184_RPT,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,AWAITING_DET_TRG,RAMPODV3,AWAITING_DET,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,AWAITING_SOURCE_TRG,RAMPODV3,AWAITING_SOURCE,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,BASE_DET_TRG,RAMPODV3,BASE_DET,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,BASE_DET_HIST_TRG,RAMPODV3,BASE_DET_HIST,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,AUS_BASE_SOURCE,RAMPODV3,BASE_SOURCE,BEFORE EACH ROW,UPDATE,ENABLED
RAMPODV3,BASE_SOURCE_TRG,RAMPODV3,BASE_SOURCE,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,BASE_TEMP_TRG,RAMPODV3,BASE_TEMP,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,CORR_DET_TRG,RAMPODV3,CORR_DET,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,EDW_EXPORT_TRG,RAMPODV3,CORR_DET,BEFORE EACH ROW,INSERT OR UPDATE OR DELETE,ENABLED
RAMPODV3,CORR_DET_HIST_TRG,RAMPODV3,CORR_DET_HIST,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,CORR_SOURCE_TRG,RAMPODV3,CORR_SOURCE,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,CORR_SOURCE_TMP_TRG,RAMPODV3,CORR_SOURCE_TMP,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,CORR_TEMP_TRG,RAMPODV3,CORR_TEMP,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,CRANE_TEMP_TRG,RAMPODV3,CRANE_TEMP,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,CURSYS_INVENTORY_TRIMMER,RAMPODV3,CURSYS_INVENTORY,BEFORE EACH ROW,INSERT OR UPDATE,ENABLED
RAMPODV3,CURSYS_INVENTORY_3201_TRG,RAMPODV3,CURSYS_INVENTORY_3201,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,CURSYS_INVENTORY_BACKUP_TRG,RAMPODV3,CURSYS_INVENTORY_BACKUP,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,DELTACUM_131I_TRG,RAMPODV3,DELTACUM_131I,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,DELTACUM_131II_TRG,RAMPODV3,DELTACUM_131II,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,DELTACUM_131I_HIST_TRG,RAMPODV3,DELTACUM_131I_HIST,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,DELTACUM_184_TRG,RAMPODV3,DELTACUM_184,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,DEPOT_DCS_TRG,RAMPODV3,DEPOT_DCS,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,DISC_DET_TRG,RAMPODV3,DISC_DET,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,DISC_DET_HIST_TRG,RAMPODV3,DISC_DET_HIST,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,DISC_SOURCE_TRG,RAMPODV3,DISC_SOURCE,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,DISC_TEMP_TRG,RAMPODV3,DISC_TEMP,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,D_BASE_DET_TRG,RAMPODV3,D_BASE_DET,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,D_BASE_SOURCE_TRG,RAMPODV3,D_BASE_SOURCE,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,D_CORR_DET_TRG,RAMPODV3,D_CORR_DET,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,D_CORR_SOURCE_TRG,RAMPODV3,D_CORR_SOURCE,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,D_DISC_DET_TRG,RAMPODV3,D_DISC_DET,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,D_DISC_SOURCE_TRG,RAMPODV3,D_DISC_SOURCE,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,D_FAIL_TYPE_DET_TRG,RAMPODV3,D_FAIL_TYPE_DET,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,D_FAIL_TYPE_SOURCE_TRG,RAMPODV3,D_FAIL_TYPE_SOURCE,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,D_REMOVAL_DET_TRG,RAMPODV3,D_REMOVAL_DET,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,D_REMOVAL_SOURCE_TRG,RAMPODV3,D_REMOVAL_SOURCE,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,D_RMRK_DET_TRG,RAMPODV3,D_RMRK_DET,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,D_RMRK_SOURCE_TRG,RAMPODV3,D_RMRK_SOURCE,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,EVENT_ID_MAP_TRG,RAMPODV3,EVENT_ID_MAP,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,FAIL_DESCR_TRG,RAMPODV3,FAIL_DESCR,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,FAIL_TYPE_DET_TRG,RAMPODV3,FAIL_TYPE_DET,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,FAIL_TYPE_DET_HIST_TRG,RAMPODV3,FAIL_TYPE_DET_HIST,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,FAIL_TYPE_SOURCE_TRG,RAMPODV3,FAIL_TYPE_SOURCE,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,HISTCONFIG131_RPT_TRG,RAMPODV3,HISTCONFIG131_RPT,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,HISTCONFIG184_RPT_TRG,RAMPODV3,HISTCONFIG184_RPT,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,INV_SN_TRG,RAMPODV3,INV_SN,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,INV_STAT_SUM_TRG,RAMPODV3,INV_STAT_SUM,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,IO_DEVICE_TRG,RAMPODV3,IO_DEVICE,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,LOOKUP_ASBUILT_TRG,RAMPODV3,LOOKUP_ASBUILT,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,LOOKUP_CODES_TRG,RAMPODV3,LOOKUP_CODES,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,LOOKUP_CONF_INTERVAL_TRG,RAMPODV3,LOOKUP_CONF_INTERVAL,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,LOOKUP_DATA_SOURCE_TRG,RAMPODV3,LOOKUP_DATA_SOURCE,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,LOOKUP_DOWNLOAD_TRG,RAMPODV3,LOOKUP_DOWNLOAD,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,LOOKUP_FMECA_TRG,RAMPODV3,LOOKUP_FMECA,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,LOOKUP_MDS_TRG,RAMPODV3,LOOKUP_MDS,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,LOOKUP_MET_CODE_TRG,RAMPODV3,LOOKUP_MET_CODE,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,LOOKUP_MOD_TRG,RAMPODV3,LOOKUP_MOD,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,LOOKUP_NSNNOUN_TRG,RAMPODV3,LOOKUP_NSNNOUN,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,LOOKUP_PMI_TRG,RAMPODV3,LOOKUP_PMI,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,LOOKUP_QTR_YM_TRG,RAMPODV3,LOOKUP_QTR_YM,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,LOOKUP_SOURCE_TRG,RAMPODV3,LOOKUP_SOURCE,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,LOOKUP_SOURCE_FIELDS_TRG,RAMPODV3,LOOKUP_SOURCE_FIELDS,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,LOOKUP_TESTLIMIT_TRG,RAMPODV3,LOOKUP_TESTLIMIT,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,LOOKUP_TESTSEQ_TRG,RAMPODV3,LOOKUP_TESTSEQ,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,LOOKUP_TWTCODE_TRG,RAMPODV3,LOOKUP_TWTCODE,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,LOOKUP_TWTNOUN_TRG,RAMPODV3,LOOKUP_TWTNOUN,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,LOOKUP_TWTTEMP_TRG,RAMPODV3,LOOKUP_TWTTEMP,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,LOOKUP_WUC_TRG,RAMPODV3,LOOKUP_WUC,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,MAIL_MESSAGE_TRG,RAMPODV3,MAIL_MESSAGE,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,MAINTCUM_131I_TRG,RAMPODV3,MAINTCUM_131I,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,MAINTCUM_131II_TRG,RAMPODV3,MAINTCUM_131II,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,MAINTCUM_131I_HIST_TRG,RAMPODV3,MAINTCUM_131I_HIST,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,MAINTCUM_184_TRG,RAMPODV3,MAINTCUM_184,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,MDSMETQTR131_RPT_TRG,RAMPODV3,MDSMETQTR131_RPT,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,MDSMETQTR184_RPT_TRG,RAMPODV3,MDSMETQTR184_RPT,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,METER_DET_TRG,RAMPODV3,METER_DET,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,METER_DET_HIST_TRG,RAMPODV3,METER_DET_HIST,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,METER_SOURCE_TRG,RAMPODV3,METER_SOURCE,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,METER_TEMP_TRG,RAMPODV3,METER_TEMP,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,OWNER_IDICT_TRG,RAMPODV3,OWNER_IDICT,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,PARTS131_DICT_TRG,RAMPODV3,PARTS131_DICT,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,PARTS184_DICT_TRG,RAMPODV3,PARTS184_DICT,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,PART_FAIL_TRG,RAMPODV3,PART_FAIL,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,POD_BA_LIMIT_TRG,RAMPODV3,POD_BA_LIMIT,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,POD_INV_HIST_TRG,RAMPODV3,POD_INV_HIST,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,POD_SRU_MET_131I_TRG,RAMPODV3,POD_SRU_MET_131I,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,POD_SRU_MET_131II_TRG,RAMPODV3,POD_SRU_MET_131II,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,POD_SRU_MET_184_TRG,RAMPODV3,POD_SRU_MET_184,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,QPPMAX_DICT_TRG,RAMPODV3,QPPMAX_DICT,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,REFDES_COL_TRG,RAMPODV3,REFDES_COL,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,REMOVAL_DET_TRG,RAMPODV3,REMOVAL_DET,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,REMOVAL_DET_HIST_TRG,RAMPODV3,REMOVAL_DET_HIST,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,REMOVAL_SOURCE_TRG,RAMPODV3,REMOVAL_SOURCE,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,REMOVAL_TEMP_TRG,RAMPODV3,REMOVAL_TEMP,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,RMRK_DET_TRG,RAMPODV3,RMRK_DET,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,RMRK_DET_HIST_TRG,RAMPODV3,RMRK_DET_HIST,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,RMRK_FAIL_TRG,RAMPODV3,RMRK_FAIL,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,RMRK_SOURCE_TRG,RAMPODV3,RMRK_SOURCE,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,SNAPDET_EVENTS_LIST_TRG,RAMPODV3,SNAPDET_EVENTS_LIST,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,SNMET131_RPT_TRG,RAMPODV3,SNMET131_RPT,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,SNMET184_RPT_TRG,RAMPODV3,SNMET184_RPT,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,SNMETQTR131_RPT_TRG,RAMPODV3,SNMETQTR131_RPT,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,SNMETQTR184_RPT_TRG,RAMPODV3,SNMETQTR184_RPT,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,SN_MET_EVENTS_TRG,RAMPODV3,SN_MET_EVENTS,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,SPCPOD131_RPT_TRG,RAMPODV3,SPCPOD131_RPT,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,SPCPOD184_RPT_TRG,RAMPODV3,SPCPOD184_RPT,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,SPCSRU131_RPT_TRG,RAMPODV3,SPCSRU131_RPT,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,SPCSRU184_RPT_TRG,RAMPODV3,SPCSRU184_RPT,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,SRU131_BA_LIMIT_TRG,RAMPODV3,SRU131_BA_LIMIT,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,SRU184_BA_LIMIT_TRG,RAMPODV3,SRU184_BA_LIMIT,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,SRUMET131_RPT_TRG,RAMPODV3,SRUMET131_RPT,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,SRUMET184_RPT_TRG,RAMPODV3,SRUMET184_RPT,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,SRURPR184_RPT_TRG,RAMPODV3,SRURPR184_RPT,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,SRU_HIST_131I_TRG,RAMPODV3,SRU_HIST_131I,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,SRU_HIST_131II_TRG,RAMPODV3,SRU_HIST_131II,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,SRU_HIST_184_TRG,RAMPODV3,SRU_HIST_184,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,SWANUSERS_TRG,RAMPODV3,SWANUSERS,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,SYMPTOM_FAIL_TRG,RAMPODV3,SYMPTOM_FAIL,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,SYSID_DICT_TRG,RAMPODV3,SYSID_DICT,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,SYSTEM_EVENTS_TRG,RAMPODV3,SYSTEM_EVENTS,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,SYSTEM_NOMEN_TRG,RAMPODV3,SYSTEM_NOMEN,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,TEST_DET_TRG,RAMPODV3,TEST_DET,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,TEST_DET_HIST_TRG,RAMPODV3,TEST_DET_HIST,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,TEST_SOURCE_TRG,RAMPODV3,TEST_SOURCE,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,TS_EVENT_ID_MAP_TRG,RAMPODV3,TS_EVENT_ID_MAP,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,TWT_BASE_DET_TRG,RAMPODV3,TWT_BASE_DET,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,TWT_BASE_SOURCE_TRG,RAMPODV3,TWT_BASE_SOURCE,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,TWT_CODE_TRG,RAMPODV3,TWT_CODE,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,TWT_DICT_TRG,RAMPODV3,TWT_DICT,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,TWT_DICT1_TRG,RAMPODV3,TWT_DICT1,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,TWT_DICT2_TRG,RAMPODV3,TWT_DICT2,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,TWT_FORM_1_TRG,RAMPODV3,TWT_FORM_1,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,TWT_NAMEPLATE_DET_TRG,RAMPODV3,TWT_NAMEPLATE_DET,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,TWT_NAMEPLATE_SOURCE_TRG,RAMPODV3,TWT_NAMEPLATE_SOURCE,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,TWT_PARAM_DET_TRG,RAMPODV3,TWT_PARAM_DET,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,TWT_PARAM_SOURCE_TRG,RAMPODV3,TWT_PARAM_SOURCE,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,TWT_PARAM_TEMP_TRG,RAMPODV3,TWT_PARAM_TEMP,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,TWT_TEXT_1_TRG,RAMPODV3,TWT_TEXT_1,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,TWT_TEXT_DET_TRG,RAMPODV3,TWT_TEXT_DET,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,TWT_TEXT_SOURCE_TRG,RAMPODV3,TWT_TEXT_SOURCE,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,T_CORR_DET_TRG,RAMPODV3,T_CORR_DET,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,T_CORR_SOURCE_TRG,RAMPODV3,T_CORR_SOURCE,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,T_DISC_DET_TRG,RAMPODV3,T_DISC_DET,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,T_DISC_SOURCE_TRG,RAMPODV3,T_DISC_SOURCE,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,T_RMRK_DET_TRG,RAMPODV3,T_RMRK_DET,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,T_RMRK_SOURCE_TRG,RAMPODV3,T_RMRK_SOURCE,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,UNITMET131_RPT_TRG,RAMPODV3,UNITMET131_RPT,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,UNITMET184_RPT_TRG,RAMPODV3,UNITMET184_RPT,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,UNITMETQTR131_RPT_TRG,RAMPODV3,UNITMETQTR131_RPT,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,UNITMETQTR184_RPT_TRG,RAMPODV3,UNITMETQTR184_RPT,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,USER_ACCESS_TRG,RAMPODV3,USER_ACCESS,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,USER_TRACKING_TRG,RAMPODV3,USER_TRACKING,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,VENDOR_FAIL_TRG,RAMPODV3,VENDOR_FAIL,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,WARR184_RPT_TRG,RAMPODV3,WARR184_RPT,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,WARRANTY_184_TRG,RAMPODV3,WARRANTY_184,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV3,WDRQDR184_RPT_TRG,RAMPODV3,WDRQDR184_RPT,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV4,AUDIT_INVENTORY_TRG,RAMPODV4,AUDIT_INVENTORY,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV4,AWAITING_188_TRG,RAMPODV4,AWAITING_188,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV4,BASE_188_TRG,RAMPODV4,BASE_188,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV4,BASE_188_YRMONTH,RAMPODV4,BASE_188,BEFORE EACH ROW,INSERT OR UPDATE,ENABLED
RAMPODV4,BASE_188_BAK_TRG,RAMPODV4,BASE_188_BAK,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV4,UPDATE_CASCADE_BASE_DET,RAMPODV3,BASE_DET,BEFORE EACH ROW,UPDATE,ENABLED
RAMPODV4,BASE_SOURCE_TMP_TRG,RAMPODV4,BASE_SOURCE_TMP,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV4,BB_THREADS_TRG,RAMPODV4,BB_THREADS,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV4,BB_TOPICS_TRG,RAMPODV4,BB_TOPICS,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV4,CG_REF_CODES_TRG,RAMPODV4,CG_REF_CODES,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV4,CORR_188_TRG,RAMPODV4,CORR_188,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV4,TRG_CUR_SYS_INV_TEMP,RAMPODV4,CUR_SYS_INV_TEMP,AFTER EACH ROW,INSERT OR UPDATE,ENABLED
RAMPODV4,CUR_SYS_INV_TEMP_3201_TRG,RAMPODV4,CUR_SYS_INV_TEMP_3201,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV4,CUR_SYS_INV_TEMP_BACKUP_TRG,RAMPODV4,CUR_SYS_INV_TEMP_BACKUP,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV4,DELTACUM_188_TRG,RAMPODV4,DELTACUM_188,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV4,DEPOT_56M_TEMP_TRG,RAMPODV4,DEPOT_56M_TEMP,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV4,DISC_188_TRG,RAMPODV4,DISC_188,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV4,DIS_DOCS__TRG,RAMPODV4,DIS_DOCS_,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV4,DIS_GRANTS__TRG,RAMPODV4,DIS_GRANTS_,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV4,EW_INVENTORY_TRG,RAMPODV4,EW_INVENTORY,BEFORE EACH ROW,INSERT,ENABLED
RAMPODV4,FAIL_TYPE_188_TRG,RAMPODV4,FAIL_TYPE_188,BEFORE EACH ROW,INSERT,ENABLED
