
'OWNER'||','||'TABLE_NAME'||','||'CONSTRAINT_NAME'||'
OWNER,TABLE_NAME,CONSTRAINT_NAME,COLUMN_NAME,POSITION
APEX_040200,WWV_FLOW_COMPANIES,WWV_FLOW_COMPANIES_CLOUD_UK,CLOUD_GROUP_NAME,1
APEX_040200,WWV_FLOW_COMPANIES,WWV_FLOW_COMPANIES_CLOUD_UK,CLOUD_SERVICE_NAME,2
APEX_040200,WWV_FLOW_DICTIONARY_VIEWS,WWV_FLOW_DICT_VIEW_NAME_UK,VIEW_NAME,1
APEX_040200,WWV_FLOW_FND_USER,WWV_FLOW_FND_USER_PK,USER_ID,1
APEX_040200,WWV_FLOW_FND_USER_GROUPS,WWV_FLOW_FND_USER_GROUPS_UK1,GROUP_NAME,1
APEX_040200,WWV_FLOW_FND_USER_GROUPS,WWV_FLOW_FND_USER_GROUPS_UK1,SECURITY_GROUP_ID,2
APEX_040200,WWV_FLOW_HNT_ARGUMENT_INFO,WWV_FLOW_HNT_ARG_INFO_UK,PROCEDURE_ID,1
APEX_040200,WWV_FLOW_HNT_ARGUMENT_INFO,WWV_FLOW_HNT_ARG_INFO_UK,ARGUMENT_NAME,2
APEX_040200,WWV_FLOW_HNT_COLUMN_DICT,WWV_FHCD_UK,SECURITY_GROUP_ID,1
APEX_040200,WWV_FLOW_HNT_COLUMN_DICT,WWV_FHCD_UK,COLUMN_NAME,2
APEX_040200,WWV_FLOW_HNT_COLUMN_INFO,WWV_FLOW_HNT_COLUMN_INFO_UK,TABLE_ID,1
APEX_040200,WWV_FLOW_HNT_COLUMN_INFO,WWV_FLOW_HNT_COLUMN_INFO_UK,COLUMN_NAME,2
APEX_040200,WWV_FLOW_HNT_COL_DICT_SYN,WWV_FLOW_HNT_COL_DICT_SYN_UK,SECURITY_GROUP_ID,1
APEX_040200,WWV_FLOW_HNT_COL_DICT_SYN,WWV_FLOW_HNT_COL_DICT_SYN_UK,SYN_NAME,2
APEX_040200,WWV_FLOW_HNT_GROUPS,WWV_FLOW_HNT_GROUPS_UK,TABLE_ID,1
APEX_040200,WWV_FLOW_HNT_GROUPS,WWV_FLOW_HNT_GROUPS_UK,GROUP_NAME,2
APEX_040200,WWV_FLOW_HNT_PROCEDURE_INFO,WWV_FLOW_HNT_PROC_INFO_UK,SCHEMA,1
APEX_040200,WWV_FLOW_HNT_PROCEDURE_INFO,WWV_FLOW_HNT_PROC_INFO_UK,PROCEDURE_NAME,2
APEX_040200,WWV_FLOW_HNT_TABLE_INFO,WWV_FLOW_HNT_TABLE_INFO_UK,SCHEMA,1
APEX_040200,WWV_FLOW_HNT_TABLE_INFO,WWV_FLOW_HNT_TABLE_INFO_UK,TABLE_NAME,2
APEX_040200,WWV_FLOW_LOAD_TABLES,WWV_FLOW_LOAD_TAB_UK1,FLOW_ID,1
APEX_040200,WWV_FLOW_LOAD_TABLES,WWV_FLOW_LOAD_TAB_UK1,NAME,2
APEX_040200,WWV_FLOW_LOAD_TABLE_LOOKUPS,WWV_FLOW_LOAD_TAB_LK_UK1,LOAD_TABLE_ID,1
APEX_040200,WWV_FLOW_LOAD_TABLE_LOOKUPS,WWV_FLOW_LOAD_TAB_LK_UK1,LOAD_COLUMN_NAME,2
APEX_040200,WWV_FLOW_LOAD_TABLE_RULES,WWV_FLOW_LOAD_TAB_RULE_UK1,LOAD_TABLE_ID,1
APEX_040200,WWV_FLOW_LOAD_TABLE_RULES,WWV_FLOW_LOAD_TAB_RULE_UK1,LOAD_COLUMN_NAME,2
